,DateTime,zenith,azimuth,Temperature,Temperature_cell
384,2014-05-13-18-35-00,85.83984,289.73438,19.855469,25.20464361
385,2014-05-14-08-25-00,50.54492,94.10156,17.606934,25.94543431
386,2014-05-14-12-25-00,17.108887,198.40625,22.419922,35.98514294
387,2014-05-14-16-25-00,59.713867,272.54688,22.996582,26.78582744
388,2014-05-15-06-15-00,76.822266,76.0293,11.389893,12.66614994
389,2014-05-15-10-15-00,28.729004,117.16406,17.279785,30.64087817
390,2014-05-15-14-15-00,33.395508,249.89453,14.579834,18.47888922
391,2014-05-15-18-15-00,81.68555,287.39844,8.209961,8.298905932
392,2014-05-16-08-05-00,54.404297,90.58594,10.159912,12.97014757
393,2014-05-16-12-05-00,15.908447,182.14062,10.542725,37.07737283
394,2014-05-16-16-05-00,55.382812,270.20312,12.837402,35.26151074
395,2014-05-17-05-50-00,81.5,72.31055,5.7614746,9.038895117
396,2014-05-17-09-50-00,33.16211,109.47461,12.980713,46.09203663
397,2014-05-17-13-50-00,28.409668,243.61719,17.25879,35.40245254
398,2014-05-17-17-50-00,76.50586,284.45312,19.85254,43.08316325
399,2014-05-18-07-30-00,61.350586,85.25391,16.70996,39.95868158
400,2014-05-18-11-30-00,17.049316,152.91797,24.009766,50.58041212
401,2014-05-18-15-30-00,47.993164,265.4375,22.879883,24.83420954
402,2014-05-19-05-10-00,88.921875,66.43359,10.259766,10.39047965
403,2014-05-19-09-10-00,40.854492,100.30469,17,45.67449629
404,2014-05-19-13-10-00,21.27295,228.69922,21.651367,50.880621
405,2014-05-19-17-10-00,68.25781,279.60938,23.189941,47.45904209
406,2014-05-20-06-50-00,69.26758,79.583984,12.671631,37.28722474
407,2014-05-20-10-50-00,21.966309,128.4336,20.671387,47.26908194
408,2014-05-20-14-50-00,39.651367,259.03125,22.589844,53.81286237
409,2014-05-20-18-50-00,87.72461,293.07812,18.899902,19.38805045
410,2014-05-21-08-30-00,48.77539,93.01172,21.955078,50.87283182
411,2014-05-21-12-30-00,15.942139,203.89453,26.739746,52.62568203
412,2014-05-21-16-30-00,59.885742,274.78125,28.1792,50.27236216
413,2014-05-22-06-10-00,77.02344,73.98242,17.348145,22.37298239
414,2014-05-22-10-10-00,28.755371,113.00586,23.969727,35.52430996
415,2014-05-22-14-10-00,31.478027,250.92188,26.206543,32.24603069
416,2014-05-22-18-10-00,79.7793,287.97656,25.47705,25.98560306
417,2014-05-23-07-50-00,56.801758,86.822266,16.299805,26.58578897
418,2014-05-23-11-50-00,14.663818,167.98828,21.721191,30.5512352
419,2014-05-23-15-50-00,51.490234,269.625,16.560059,22.8753381
420,2014-05-24-05-25-00,85.53906,67.63672,12.209961,12.70745102
421,2014-05-24-09-25-00,37.37793,101.69336,18.302734,40.59763281
422,2014-05-24-13-25-00,22.918945,237.16797,14.22168,39.12844831
423,2014-05-24-17-25-00,70.66211,282.4453,18.404785,31.13515351
424,2014-05-25-06-55-00,67.82422,79.23828,12.559814,38.75962473
425,2014-05-25-10-55-00,20.496582,128.69531,18.592285,45.58551337
426,2014-05-25-14-55-00,40.064453,261.23438,16.669434,16.95116253
427,2014-05-25-18-55-00,87.98242,294.51562,11.525879,11.62447509
428,2014-05-26-08-25-00,49.44043,91.11719,14.4470215,38.57567696
429,2014-05-26-12-25-00,14.646484,200.48438,19.53955,52.46588804
430,2014-05-26-16-25-00,58.32129,274.98438,23.82959,49.99940188
431,2014-05-27-05-55-00,79.552734,71.18359,13.859863,34.05902826
432,2014-05-27-09-55-00,31.222656,107.4043,22.22998,54.25302311
433,2014-05-27-13-55-00,27.995117,248.23438,29.490723,60.62325796
434,2014-05-27-17-55-00,76.26172,286.71094,30.589844,51.39197329
435,2014-05-28-07-25-00,61.581055,82.55859,23.078125,51.50483649
436,2014-05-28-11-25-00,15.932861,145.53516,30.069824,59.36416408
437,2014-05-28-15-25-00,45.85254,266.8125,31.706055,59.30703886
438,2014-05-29-08-55-00,43.15332,95.0957,24.618652,48.87986108
439,2014-05-29-12-55-00,17.467285,223.51562,27.49707,38.99807026
440,2014-05-29-16-55-00,64.09766,279.3125,26.757324,34.67969317
441,2014-05-30-06-25-00,73.50781,74.603516,19.973145,25.22679188
442,2014-05-30-10-25-00,25.302734,114.91797,24.739746,35.73837912
443,2014-05-30-14-25-00,33.512695,256.35156,28.89795,57.98696236
444,2014-05-30-18-25-00,81.73633,290.97656,28.65332,43.98862806
445,2014-05-31-07-50-00,56.36133,85.30859,22.97998,52.80477415
446,2014-05-31-11-50-00,13.422119,166.01172,30.59961,61.02541697
447,2014-05-31-15-50-00,50.668945,270.96094,33.44922,61.22885673
448,2014-06-01-05-15-00,86.84766,65.08594,19.869629,20.38847213
449,2014-06-01-09-15-00,38.96875,97.84766,26.462402,57.50952333
450,2014-06-01-13-15-00,20.186523,234.88672,32.0459,56.7460067
451,2014-06-01-17-15-00,67.81641,282.1875,32.617188,53.88319035
452,2014-06-02-06-40-00,70.41406,76.07422,21.44629,49.8213339
453,2014-06-02-10-40-00,22.399414,119.27539,28.799316,61.42948869
454,2014-06-02-14-40-00,36.219727,259.9297,34.40039,63.89460504
455,2014-06-02-18-40-00,84.259766,293.2578,32.487305,34.85155533
456,2014-06-03-08-05-00,53.210938,86.82617,24.169922,34.51705444
457,2014-06-03-12-05-00,12.685791,180.67969,32.583984,65.2486723
458,2014-06-03-16-05-00,53.45703,273.39062,35.65918,46.18282526
459,2014-06-04-05-30-00,83.916016,66.76758,19.189941,36.4610324
460,2014-06-04-09-30-00,35.85547,99.99805,28.55957,59.28678127
461,2014-06-04-13-30-00,22.470703,241.72656,32.902344,58.84397572
462,2014-06-04-17-30-00,70.51953,284.35156,35.20996,51.84328179
463,2014-06-05-06-55-00,67.34766,77.56641,22.30957,48.17330612
464,2014-06-05-10-55-00,19.651855,124.708984,29.922363,60.10188541
465,2014-06-05-14-55-00,38.9834,263.07812,34.26758,59.29784758
466,2014-06-05-18-55-00,86.75586,295.52344,30.745605,35.72288911
467,2014-06-06-08-20-00,50.09668,88.43164,24.689941,49.07617464
468,2014-06-06-12-20-00,12.787109,195.94531,31.363281,58.49534714
469,2014-06-06-16-20-00,56.254883,275.65625,34.469727,60.10471566
470,2014-06-07-05-45-00,81,68.43359,18.626953,26.85778998
471,2014-06-07-09-45-00,32.799805,102.43555,24.99707,47.04289935
472,2014-06-07-13-45-00,24.956543,247.3164,28.740234,35.67890445
473,2014-06-07-17-45-00,73.21094,286.4453,28.97998,43.95968938
474,2014-06-08-07-10-00,64.30664,79.0918,19.55957,41.84927714
475,2014-06-08-11-10-00,17.117188,131.63672,26.799316,50.36370139
476,2014-06-08-15-10-00,41.789062,265.875,30.869629,34.89272696
477,2014-06-08-19-10-00,89.22266,297.77344,28.589844,28.90137724
478,2014-06-09-08-30-00,48.041992,89.43359,20.089844,47.12092337
479,2014-06-09-12-30-00,13.2146,205.4961,26.07959,55.71865032
480,2014-06-09-16-30-00,58.0459,277.14844,29.739258,54.84991727
481,2014-06-10-05-50-00,80.015625,68.79883,14.212402,28.54143388
482,2014-06-10-09-50-00,31.79248,102.97656,23.433105,53.71042313
483,2014-06-10-13-50-00,25.655762,249.14062,31.132812,56.18504145
484,2014-06-10-17-50-00,73.947266,287.21875,31.540527,53.57630294
485,2014-06-11-07-05-00,65.31445,78.16992,24.544922,49.58110011
486,2014-06-11-11-05-00,17.829102,127.98242,31.369629,50.41096227
487,2014-06-11-15-05-00,40.54297,265.28125,29.899902,40.69497871
488,2014-06-11-19-05-00,88.07031,297.15625,28.32959,28.42818218
489,2014-06-12-08-20-00,50.114258,87.708984,23.706055,49.98154268
490,2014-06-12-12-20-00,12.258301,195.25781,30.131348,55.13215639
491,2014-06-12-16-20-00,55.79492,276,31.689941,52.6898512
492,2014-06-13-05-35-00,82.86133,66.578125,18.019531,27.7891255
493,2014-06-13-09-35-00,34.833008,99.484375,24.904297,54.72629899
494,2014-06-13-13-35-00,22.611328,244.46094,25.216309,28.41723755
495,2014-06-13-17-35-00,70.78516,285.42188,23.089844,32.4840298
496,2014-06-14-06-50-00,68.3457,76.07031,21.398926,46.7141429
497,2014-06-14-10-50-00,20.365723,120.18164,28.28955,54.78992888
498,2014-06-14-14-50-00,37.28711,262.85938,32.44922,47.6969685
499,2014-06-14-18-50-00,85.10156,295.1328,28.769531,36.25320631
500,2014-06-15-08-05-00,53.237305,85.44531,22.732422,51.98877734
501,2014-06-15-12-05-00,11.735596,178.09375,28.226074,37.89343013
502,2014-06-15-16-05-00,52.54297,274.1172,30.1333,38.19240468
503,2014-06-16-05-25-00,84.76758,65.041016,18.269531,28.76382313
504,2014-06-16-09-25-00,36.924805,97.32422,26.189453,49.32787484
505,2014-06-16-13-25-00,20.60205,240.67188,31.32666,50.59556356
506,2014-06-16-17-25-00,68.61914,284.21094,30.82373,45.55870639
507,2014-06-17-06-45-00,69.4082,75.26758,22.359863,43.41820026
508,2014-06-17-10-45-00,21.309082,117.66992,29.09668,59.46230525
509,2014-06-17-14-45-00,36.09375,262,27.966309,31.05427534
510,2014-06-17-18-45-00,83.99609,294.4453,26.261719,27.05885623
511,2014-06-18-08-05-00,53.328125,85.259766,22.699707,33.79501483
512,2014-06-18-12-05-00,11.655029,177.34766,26.445312,31.87086327
513,2014-06-18-16-05-00,52.373047,274.125,28.269531,36.33314339
514,2014-06-19-05-25-00,84.84766,64.89453,15.26709,21.97799746
515,2014-06-19-09-25-00,37.02539,97.109375,24.49121,52.92042314
516,2014-06-19-13-25-00,20.4458,240.54297,28.706055,59.02828531
517,2014-06-19-17-25-00,68.458984,284.1875,30.097656,53.36394086
518,2014-06-20-06-45-00,69.51172,75.14258,22.609863,48.48159726
519,2014-06-20-10-45-00,21.399414,117.31836,28.25,59.38928337
520,2014-06-20-14-45-00,35.941406,261.9453,32.51953,56.97385311
521,2014-06-20-18-45-00,83.85156,294.39062,29.95996,38.47081089
522,2014-06-21-08-05-00,53.44922,85.14453,24.179688,48.92385384
523,2014-06-21-12-05-00,11.638428,176.59766,30.873535,60.60151063
524,2014-06-21-16-05-00,52.23047,274.0625,34.70703,56.95520818
525,2014-06-22-05-20-00,85.88672,64.115234,17.197266,18.07005574
526,2014-06-22-09-20-00,38.17285,96.11719,26.32666,55.52123434
527,2014-06-22-13-20-00,19.449219,238.10938,33.333008,59.96527628
528,2014-06-22-17-20-00,67.33789,283.4922,33.765625,52.42171822
529,2014-06-23-06-35-00,71.61914,73.83008,20.679688,36.44405527
530,2014-06-23-10-35-00,23.378418,113.55078,28.007812,59.75225911
531,2014-06-23-14-35-00,33.79785,259.89062,32.509766,58.61144306
532,2014-06-23-18-35-00,81.86719,292.95312,31.129883,32.10770213
533,2014-06-24-07-50-00,56.65039,83.16211,25.109863,48.29919618
534,2014-06-24-11-50-00,12.342529,159.58594,30.899902,55.80933459
535,2014-06-24-15-50-00,49.05078,271.90625,33.177734,64.53790677
536,2014-06-25-05-05-00,88.771484,61.979492,19.889648,20.03695005
537,2014-06-25-09-05-00,41.38867,93.62109,25.119629,49.11833155
538,2014-06-25-13-05-00,16.89502,229.9961,30.589844,56.76194318
539,2014-06-25-17-05-00,64.24219,281.4922,31.779785,55.42005723
540,2014-06-26-06-20-00,74.7168,71.93359,21.429688,42.8980029
541,2014-06-26-10-20-00,26.405273,108.95703,29.195312,53.66328899
542,2014-06-26-14-20-00,30.705078,256.46875,33.524414,65.65101683
543,2014-06-26-18-20-00,78.94531,290.83594,33.0791,35.24598041
544,2014-06-27-07-35-00,59.86621,81.28516,23.889648,29.42473572
545,2014-06-27-11-40-00,13.37085,149.60547,28.519531,54.16994421
546,2014-06-27-15-40-00,46.921875,270.28906,32.26758,52.18322085
547,2014-06-28-08-55-00,43.614258,92.13086,26.75879,56.44216785
548,2014-06-28-12-55-00,15.407715,223.01953,32.109375,60.07388174
549,2014-06-28-16-55-00,62.166992,280.0547,33.914062,59.59740341
550,2014-06-29-06-10-00,76.84766,70.703125,21.939941,43.36774022
551,2014-06-29-10-10-00,28.549316,106.41797,31.132324,61.17325081
552,2014-06-29-14-10-00,28.677734,253.71875,36.56836,66.05348583
553,2014-06-29-18-10-00,76.98633,289.34375,34.90918,37.97056653
554,2014-06-30-07-25-00,62.083984,80.11328,27.819824,52.71903652
555,2014-06-30-11-25-00,15.408203,137.66797,35.29492,62.62186049
556,2014-06-30-15-25-00,43.80371,267.79688,36.759766,63.48191447
557,2014-07-01-08-40-00,46.88672,90.052734,24.899414,47.40093962
558,2014-07-01-12-50-00,14.807129,218.59766,29.569824,50.48980811
559,2014-07-01-16-50-00,61.126953,279.16406,30.25,48.77876068
560,2014-07-02-06-05-00,78.0332,70.15625,20.029785,23.01139363
561,2014-07-02-10-05-00,29.751953,105.4043,26.780273,56.31428915
562,2014-07-02-14-05-00,27.69336,251.92188,29.444824,55.51190342
563,2014-07-02-18-05-00,76.01758,288.45312,27.859863,42.86162365
564,2014-07-03-07-25-00,62.30371,80.25781,22.519531,48.67284489
565,2014-07-03-11-25-00,15.6640625,137.76953,29.028809,59.04408145
566,2014-07-03-15-25-00,43.79004,267.42188,32.535156,59.27593949
567,2014-07-04-08-45-00,46.086914,90.99219,22.069824,51.17065046
568,2014-07-04-12-45-00,14.342041,213.76562,27.34961,55.98259053
569,2014-07-04-16-45-00,60.121094,278.21875,29.455566,34.57258076
570,2014-07-05-06-05-00,78.27734,70.30469,20.8833,35.69017508
571,2014-07-05-10-05-00,29.992676,105.72266,27.23291,57.00448702
572,2014-07-05-14-05-00,27.730957,251.30078,30.95752,54.20614424
573,2014-07-05-18-05-00,76.05664,288.15625,28.25,29.33814427
574,2014-07-06-07-25-00,62.543945,80.4668,21.516113,48.37593944
575,2014-07-06-11-25-00,15.96167,138.02734,28.108398,58.94431861
576,2014-07-06-15-25-00,43.816406,266.97656,28.844727,30.49740783
577,2014-07-07-08-45-00,46.328125,91.28516,25.799805,53.29550694
578,2014-07-07-12-55-00,15.77002,220.27734,30.406738,60.785877
579,2014-07-07-16-55-00,62.19043,279.1172,32.43457,55.77587007
580,2014-07-08-06-20-00,75.63672,72.44336,23.433105,45.59526311
581,2014-07-08-10-20-00,27.33789,110.041016,29.029785,50.66038204
582,2014-07-08-14-20-00,30.742188,254.39062,31.409668,55.38128668
583,2014-07-08-18-20-00,79.04492,289.75,28.1875,28.79851317
584,2014-07-09-07-45-00,58.75,83.29492,24.757324,51.44143273
585,2014-07-09-11-45-00,14.0078125,153.89844,28.453613,57.48596247
586,2014-07-09-15-45-00,47.972656,269.47656,29.909668,45.70883394
587,2014-07-10-05-10-00,89.08594,63.226562,19.339844,19.68127402
588,2014-07-10-09-10-00,41.481445,95.583984,25.05957,55.45584527
589,2014-07-10-13-10-00,18.143555,228.58203,30.49707,56.03423319
590,2014-07-10-17-10-00,65.30469,280.60156,27.691406,28.36616653
591,2014-07-11-06-35-00,72.97461,74.63086,21.808594,24.86010416
592,2014-07-11-10-35-00,24.802246,115.18359,29.019531,56.17177902
593,2014-07-11-14-35-00,33.831055,257.03125,33.429688,54.70386924
594,2014-07-11-18-35-00,82.05664,291.34375,28.299805,28.36789558
595,2014-07-12-08-05-00,54.945312,86.28906,23.333984,52.31658001
596,2014-07-12-12-05-00,13.246582,173.0625,30.561035,58.55778501
597,2014-07-12-16-05-00,52.17383,271.78906,32.569336,58.36227338
598,2014-07-13-05-35-00,84.765625,66.98047,20.82959,22.79484788
599,2014-07-13-09-35-00,36.69629,100.572266,27.339844,35.51967538
600,2014-07-13-13-35-00,22.520996,239.27344,20.689941,24.36165077
601,2014-07-13-17-35-00,70.44922,283.3203,24.629883,27.26934956
602,2014-07-14-07-05-00,67.296875,78.7832,21.374512,45.45671344
603,2014-07-14-11-10-00,19.121094,130.60156,27.652832,58.43150043
604,2014-07-14-15-10-00,41.033203,262.9922,31.391113,54.10085153
605,2014-07-14-19-10-00,88.81836,295.7422,23.921387,23.9621419
606,2014-07-15-08-40-00,48.069336,91.68555,16.57959,20.87919657
607,2014-07-15-12-40-00,14.924805,205.96875,22.529785,48.69566252
608,2014-07-15-16-40-00,59.47168,275.96094,25.779785,43.62935749
609,2014-07-16-06-10-00,78.384766,71.99219,17.745117,18.30456161
610,2014-07-16-10-10-00,30.08252,109.05078,22.552734,51.40844565
611,2014-07-16-14-10-00,29.229004,249.70703,29.000488,59.2844644
612,2014-07-16-18-10-00,77.55078,287.34375,18.206543,18.206543
613,2014-07-17-07-40-00,60.520508,83.7207,21.865723,44.26551588
614,2014-07-17-11-40-00,15.649414,150.89453,24.739746,52.37344205
615,2014-07-17-15-40-00,47.333008,267.1797,30.487793,58.52617556
616,2014-07-18-05-10-00,89.99414,64.06641,18.549805,18.72253335
617,2014-07-18-09-10-00,42.249023,97.052734,23.211426,51.70559909
618,2014-07-18-13-10-00,18.964355,225.60938,31.11914,57.44784453
619,2014-07-18-17-10-00,65.759766,279.3047,33.759766,55.24567853
620,2014-07-19-06-40-00,72.80859,76.302734,23.126953,43.80368449
621,2014-07-19-10-40-00,24.830566,119.03125,27.789062,54.49521031
622,2014-07-19-14-40-00,35.342773,255.9961,33.51758,50.59974593
623,2014-07-19-18-40-00,83.609375,290.84375,30.656738,32.13839519
624,2014-07-20-08-20-00,52.660156,89.708984,26.878418,54.32571779
625,2014-07-20-12-20-00,14.588867,186.94531,32.910156,58.85643797
626,2014-07-20-16-20-00,55.743164,272.3125,33.936523,37.54882587
627,2014-07-21-06-00-00,80.89453,71.38867,23.389648,26.77255062
628,2014-07-21-10-00-00,32.591797,107.9082,28.466309,55.74016284
629,2014-07-21-14-00-00,27.810547,245.1914,33.896484,62.89947901
630,2014-07-21-18-00-00,76.01953,285.21094,32.91992,34.21111721
631,2014-07-22-07-40-00,61.04004,84.609375,27.94629,40.83216419
632,2014-07-22-11-40-00,16.52832,152.08203,33.59668,62.01174881
633,2014-07-22-15-40-00,47.7334,266.01562,32.751953,55.3057607
634,2014-07-23-05-20-00,88.76953,66.2168,21.05957,21.40461299
635,2014-07-23-09-20-00,40.76172,100.04492,27.739746,55.56260548
636,2014-07-23-13-20-00,21.173828,228.91016,30.669922,64.0469327
637,2014-07-23-17-20-00,68.22461,279.65625,31.787598,52.4428906
638,2014-07-24-07-00-00,69.36328,79.75195,24.404297,48.18658629
639,2014-07-24-11-00-00,22.15332,128.89453,30.13086,58.23001965
640,2014-07-24-15-00-00,39.822266,258.60156,32.838867,55.81862889
641,2014-07-24-19-00-00,87.96484,292.7578,30.124023,31.76726195
642,2014-07-25-08-40-00,49.103516,93.80664,27.915527,55.07713785
643,2014-07-25-12-40-00,16.652832,203.01172,32.898438,61.95760833
644,2014-07-25-16-40-00,60.308594,273.96875,34.91992,60.28512566
645,2014-07-26-06-20-00,77.58008,74.9082,24.53955,40.30080096
646,2014-07-26-10-20-00,29.416992,114.89258,32.05957,63.570015
647,2014-07-26-14-20-00,32.194336,249.09766,37.439453,61.56186444
648,2014-07-26-18-20-00,80.515625,286.9297,35.37793,40.72200911
649,2014-07-27-08-05-00,56.48047,89.115234,27.112793,39.11355684
650,2014-07-27-12-05-00,16.0542,173.41797,34.55078,60.21151158
651,2014-07-27-16-05-00,53.373047,268.57812,28.572754,40.47247
652,2014-07-28-05-55-00,82.73047,71.953125,21.779785,22.68007503
653,2014-07-28-09-55-00,34.429688,108.927734,25.336426,50.81998667
654,2014-07-28-13-55-00,27.838867,241.0664,29.251465,51.98398208
655,2014-07-28-17-55-00,75.83203,283.23438,26.239746,32.28151138
656,2014-07-29-07-45-00,60.79492,86.80664,20.188965,25.17734343
657,2014-07-29-11-45-00,17.533691,157.76172,25.030762,31.93237809
658,2014-07-29-15-45-00,49.533203,265.01562,19.80664,20.11276179
659,2014-07-30-05-35-00,86.85547,69.59961,17.409668,17.9171617
660,2014-07-30-09-35-00,38.597656,105.109375,26.75,55.97387136
661,2014-07-30-13-35-00,24.742676,232.92578,30.619629,58.84572286
662,2014-07-30-17-35-00,72.09375,280.1875,30.859863,34.13040889
663,2014-07-31-07-25-00,65.072266,84.51172,21.252441,35.96128855
664,2014-07-31-11-25-00,19.884766,144.875,26.19629,58.06510966
665,2014-07-31-15-25-00,45.708008,261.21875,28.846191,38.70231443
666,2014-08-01-09-15-00,42.79297,101.708984,25.189941,52.42926602
667,2014-08-01-13-15-00,22.04541,223.07031,30.239746,56.21023686
668,2014-08-01-17-15-00,68.30078,277.15625,29.899902,33.16522
669,2014-08-02-07-05-00,69.37305,82.31641,20,23.47576876
670,2014-08-02-11-05-00,22.930664,134.84375,27.242188,56.26614684
671,2014-08-02-15-05-00,41.98535,256.95312,26.989746,33.26792994
672,2014-08-03-09-05-00,45.04785,100.51367,22.656738,50.77272846
673,2014-08-03-13-05-00,21.176758,216.98438,29.89209,57.74860714
674,2014-08-03-17-05-00,66.56445,275.35938,30.3125,51.41690538
675,2014-08-04-07-05-00,69.61328,82.81445,22.17334,46.87303052
676,2014-08-04-11-05-00,23.324707,135.73047,29.629883,58.84011936
677,2014-08-04-15-05-00,42.308594,256.32812,34.2334,59.63038195
678,2014-08-05-09-05-00,45.29785,101.17969,27.309082,56.11847747
679,2014-08-05-13-05-00,21.65918,216.34375,34.40918,59.96139383
680,2014-08-05-17-05-00,66.884766,274.89062,34.989258,55.83952092
681,2014-08-06-07-05-00,69.85742,83.33203,24.13623,40.73591474
682,2014-08-06-11-05-00,23.73291,136.63672,31.646484,49.32197867
683,2014-08-06-15-05-00,42.654297,255.70312,36.569336,64.54590386
684,2014-08-07-09-05-00,45.554688,101.86914,27.549805,54.87000673
685,2014-08-07-13-05-00,22.16455,215.72266,31.019531,57.80712284
686,2014-08-07-17-05-00,67.22266,274.40625,31.869629,33.64828984
687,2014-08-08-07-10-00,69.08789,84.54883,20.869629,44.11819275
688,2014-08-08-11-10-00,23.481934,140.02344,26.549805,43.69174066
689,2014-08-08-15-10-00,44.012695,256.0547,28.519531,34.36218817
690,2014-08-09-09-20-00,42.839844,105.5,24.55957,54.37784321
691,2014-08-09-13-20-00,24.626465,222.73438,30.45996,61.073571
692,2014-08-09-17-20-00,70.63867,275.96875,32.25,49.79885799
693,2014-08-10-07-30-00,65.25391,87.88281,23.47998,27.69095515
694,2014-08-10-11-30-00,21.666016,151.94922,28.719727,39.12173885
695,2014-08-10-15-30-00,48.393555,259.15625,24.299805,44.55796834
696,2014-08-11-05-40-00,87.515625,73.052734,18.609863,19.01965584
697,2014-08-11-09-40-00,39.23828,110.62305,25.519531,50.63013824
698,2014-08-11-13-40-00,28.118164,230.58594,31.369629,61.91358203
699,2014-08-11-17-40-00,75.08203,278.20312,29.59961,43.85352995
700,2014-08-12-07-50-00,61.413086,91.35547,26.119629,52.33309009
701,2014-08-12-11-50-00,20.719238,165.38672,30.879883,60.43063401
702,2014-08-12-15-50-00,52.825195,261.98438,32.779297,54.46814064
703,2014-08-13-06-05-00,82.853516,77.078125,18.75586,30.871003
704,2014-08-13-10-05-00,34.893555,117.865234,29.799805,60.59355419
705,2014-08-13-14-05-00,32.789062,238.51953,33.779297,61.71464338
706,2014-08-13-18-05-00,80.53125,281.1328,33.049805,48.02774633
707,2014-08-14-08-20-00,55.546875,96.59375,27.257324,51.31419722
708,2014-08-14-12-20-00,20.884277,186.24219,33.439453,63.10576374
709,2014-08-14-16-20-00,59.34082,266.14844,34.939453,59.97168519
710,2014-08-15-06-35-00,77.0918,81.76758,23.23584,42.74308529
711,2014-08-15-10-35-00,30.123047,128.39062,28.655273,58.34505262
712,2014-08-15-14-35-00,38.71289,246.10156,36.19922,64.62418075
713,2014-08-15-18-35-00,86.947266,284.82812,27.549805,27.55986318
714,2014-08-16-08-55-00,48.80078,103.416016,23.75,51.94252934
715,2014-08-16-12-55-00,23.733398,207.85547,31.339844,62.52044212
716,2014-08-16-16-55-00,66.97461,270.67188,33.01172,56.5418141
717,2014-08-17-07-20-00,68.2168,88.703125,22.376953,47.15233542
718,2014-08-17-11-20-00,24.561035,149.42578,29.279785,56.68068264
719,2014-08-17-15-20-00,47.93164,255.09375,26.78955,28.31431915
720,2014-08-18-05-45-00,87.56641,75.78516,18.419922,18.98682673
721,2014-08-18-09-45-00,39.447266,114.927734,27.05957,57.60267691
722,2014-08-18-13-45-00,30.845215,230.00781,31.036621,63.51511973
723,2014-08-18-17-45-00,77.62695,277.1328,30.501465,45.41529838
724,2014-08-19-08-10-00,58.270508,96.83984,23.047852,49.71433568
725,2014-08-19-12-10-00,22.45166,180.17578,29.298828,61.52931055
726,2014-08-19-16-10-00,58.44336,263.1328,28.617188,30.68825081
727,2014-08-20-06-35-00,77.791016,83.365234,18.859863,19.67424952
728,2014-08-20-10-40-00,30.468262,132.8164,24.529785,51.99133937
729,2014-08-20-14-40-00,40.950195,245.57812,29.536133,58.2535875
730,2014-08-20-18-40-00,89.15625,284.32812,26.972656,29.42572692
731,2014-08-21-09-10-00,46.586914,108.33984,24.680664,53.65883785
732,2014-08-21-13-10-00,26.92041,214.49219,30.078125,63.55864472
733,2014-08-21-17-10-00,71.171875,271.5,29.619629,50.31482603
734,2014-08-22-07-45-00,63.762695,94.03711,16.625,18.10579095
735,2014-08-22-11-45-00,24.068848,165.46094,17.674316,27.71826412
736,2014-08-22-15-45-00,54.10547,258.125,22.804688,40.73637129
737,2014-08-23-06-20-00,81.24414,82.23242,15.25,32.14495423
738,2014-08-23-10-20-00,34.256836,127.25,21.409668,48.98440486
739,2014-08-23-14-20-00,38.128906,239.4414,24.878906,30.00834247
740,2014-08-23-18-20-00,85.89453,280.77344,26.441406,36.52291407
741,2014-08-24-08-55-00,49.975586,106.59961,22.683594,50.50628004
742,2014-08-24-12-55-00,26.361328,206.48828,28.03955,56.69780589
743,2014-08-24-16-55-00,68.82031,268.5547,29.93457,54.2547316
744,2014-08-25-07-35-00,66.208984,93.5957,23.384277,49.00671242
745,2014-08-25-11-35-00,25.608398,160.83594,29.75,60.69401466
746,2014-08-25-15-35-00,52.871094,255.44922,31.10498,57.64926815
747,2014-08-26-06-15-00,82.67383,82.50781,19.889648,31.20666688
748,2014-08-26-10-15-00,35.710938,127.10742,24.03955,58.8109946
749,2014-08-26-14-15-00,38.131836,237.07812,25.379883,35.45906575
750,2014-08-26-18-15-00,85.64453,279.33594,21.59375,22.20763289
751,2014-08-27-08-55-00,50.44336,107.83984,25.685547,57.29489774
752,2014-08-27-12-55-00,27.407715,206.0664,23.353516,29.49431247
753,2014-08-27-16-55-00,69.57422,267.75,26.356445,50.74002759
754,2014-08-28-07-40-00,65.60156,95.43359,19.549805,46.80239651
755,2014-08-28-11-40-00,26.27246,164.625,24.949707,33.46788177
756,2014-08-28-15-40-00,54.658203,255.46094,27.759766,55.45468572
757,2014-08-29-06-30-00,80.03906,85.625,18.131348,35.36506032
758,2014-08-29-10-30-00,34.054688,133.58203,23.723145,52.04567968
759,2014-08-29-14-30-00,41.658203,240.21094,28.958496,56.01071106
760,2014-08-29-18-30-00,89.46094,280.72656,26.532715,29.39314351
761,2014-08-30-09-20-00,46.177734,114.37305,23.609863,52.74738317
762,2014-08-30-13-20-00,31.152832,216.91016,30.03955,60.53123857
763,2014-08-30-17-20-00,75.47461,270.5625,30.57959,47.90559245
764,2014-08-31-08-10-00,59.961914,101.34961,24.019531,47.53790567
765,2014-08-31-12-10-00,26.61377,181.98047,30.442871,58.0601712
766,2014-08-31-16-10-00,61.47461,259.71875,32.59961,51.86551458
767,2014-09-01-07-05-00,73.30078,91.677734,21.439941,43.92964428
768,2014-09-01-11-05-00,30.36914,148.9336,28.625977,58.10402941
769,2014-09-01-15-05-00,48.992188,247.44922,32.128906,62.5027453
770,2014-09-02-06-00-00,86.708984,82.75195,16.589844,25.46708311
771,2014-09-02-10-00-00,39.691406,125.95117,27.759766,57.79428068
772,2014-09-02-14-00-00,37.867188,230.52344,33.0791,63.27245464
